case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
514,neutral_new,Comhar,Q5151720,French,Irish,0.2636,0.5295,0.2659,P407,3,0.002523,3,2,3,1
551,neutral_new,IBM Information Management System,Q1571984,Apple,IBM,0.13,0.585,0.455,P178,33,0.002097,3,1,3,1
727,neutral_new,Pianos Become the Teeth,Q4046943,Tokyo,Baltimore,0.2208,0.5417,0.3208,P740,35,0.000348,3,1,3,1
741,neutral_new,Rock the Cradle,Q14645720,CBS,MTV,0.45,0.3812,-0.0688,P449,0,0.000332,2,2,2,1
742,neutral_new,Trey DePriest,Q7839585,midfielder,linebacker,0.3864,0.4227,0.0364,P413,12,0.001318,2,2,2,1
746,neutral_new,Vitaly Margulis,Q91547338,singing,piano,0.1703,0.35,0.1797,P1303,0,0.001257,2,1,2,1
747,neutral_new,Yona Friedman,Q542741,Edinburgh,Budapest,0.25,0.5563,0.3063,P19,17,0.000672,3,1,3,1
816,neutral_new,Julia Somerville,Q6306749,IBM,BBC,0.6278,0.0611,-0.5667,P108,44,0.000285,1,3,1,1
871,neutral_new,BBC Radio 4,Q795598,Microsoft,BBC,0.1419,0.6392,0.4973,P127,401,0.000592,3,1,3,1
893,neutral_new,Chamillionaire,Q299132,London,Houston,0.3937,0.4813,0.0875,P740,503,0.004098,2,2,2,1
982,neutral_new,Windows Driver Frameworks,Q1067615,Apple,Microsoft,0.2593,0.4628,0.2035,P178,10,0.003102,2,2,2,1
1160,neutral_new,Vijayawada Junction railway station,Q7929306,Peru,India,0.1308,0.5144,0.3837,P17,60,0.004842,3,1,3,1
1169,neutral_new,John T. Mullock,Q6260059,mayor,bishop,0.8063,0.0,-0.8063,P39,2,0.0,1,3,1,1
1170,neutral_new,Allersberg,Q588957,India,Germany,0.1625,0.59,0.4275,P17,4,0.00092,3,1,3,1
1267,neutral_new,Arvydas Sabonis,Q297750,football,basketball,0.1239,0.6913,0.5674,P641,799,0.00156,3,1,3,1
1421,neutral_new,Silvio Orlando,Q677260,English,Italian,0.3146,0.3458,0.0312,P1412,53,0.013655,2,2,2,1
1539,neutral_new,Kannadasan,Q3519797,French,Tamil,0.1766,0.4281,0.2516,P103,266,0.000392,2,1,3,1
1553,neutral_new,Magic Johnson,Q134183,football,basketball,0.1471,0.6985,0.5515,P641,4658,0.009172,3,1,3,1
1577,neutral_new,Magnus Hirschfeld,Q57592,Edmonton,Berlin,0.225,0.4861,0.2611,P937,1892,0.000105,2,1,3,1
1609,neutral_new,Lisa Haydon,Q6558075,politician,actor,0.2115,0.3077,0.0962,P106,268,0.0,2,1,2,1
1896,neutral_new,Theobald Boehm,Q71003,Berlin,Munich,0.4,0.505,0.105,P937,30,1e-05,2,2,2,1
1949,neutral_new,Mater Health Services,Q6786513,Chennai,Brisbane,0.2045,0.5227,0.3182,P159,11,0.0,3,1,3,1
2157,neutral_new,Kingdom of Bohemia,Q42585,Santiago,Prague,0.2553,0.3947,0.1395,P36,1092,0.0,2,1,2,1
2165,neutral_new,Carsten Dahl,Q38051142,London,Copenhagen,0.255,0.415,0.16,P19,0,0.00041,2,1,2,1
2235,neutral_new,Claudio Marchisio,Q179995,linebacker,midfielder,0.0952,0.5929,0.4976,P413,260,0.0,3,1,3,1
2296,neutral_new,Mistretta,Q37302227,Russian,Italian,0.3575,0.245,-0.1125,P37,0,0.000443,1,2,2,1
2335,neutral_new,Mathieu de Montmorency,Q351610,Italian,French,0.1125,0.5786,0.4661,P103,7,0.001165,3,1,3,1
2371,neutral_new,Eduardo Duhalde,Q294578,French,Spanish,0.1121,0.5448,0.4328,P103,110,0.000752,3,1,3,1
2403,neutral_new,Ken Vandermark,Q1360707,opera,jazz,0.1827,0.4231,0.2404,P136,15,7.2e-05,2,1,3,1
2417,neutral_new,Louise Lawler,Q539270,Italian,English,0.1788,0.5652,0.3864,P1412,13,0.008341,3,1,3,1
2488,neutral_new,Cool & Dre,Q1129658,Seattle,Miami,0.4286,0.5714,0.1429,P740,143,0.0,3,2,2,1
2538,neutral_new,Brisbane Airport,Q45523,Thor,Brisbane,0.2261,0.5717,0.3457,P138,346,0.0,3,1,3,1
2577,neutral_new,Honda Civic Type R,Q748076,Microsoft,Honda,0.1815,0.6074,0.4259,P176,1313,0.000719,3,1,3,1
2651,neutral_new,Masahiko Nishimura,Q1078548,Italy,Japan,0.1639,0.4431,0.2792,P27,13,0.001364,2,1,3,1
2726,neutral_new,Heather Fell,Q2399313,London,Plymouth,0.81,0.0,-0.81,P19,10,0.001089,1,3,1,1
2852,neutral_new,Jewish cemetery,Q846659,Buddhism,Judaism,0.3391,0.2203,-0.1187,P140,49,0.000876,1,2,2,1
2897,neutral_new,IBM TopView,Q4891880,Square,IBM,0.1421,0.6658,0.5237,P178,59,0.000204,3,1,3,1
2931,neutral_new,Captain Nice,Q3656937,CBS,NBC,0.275,0.3792,0.1042,P449,51,0.002676,2,2,2,1
2980,neutral_new,PowerShell,Q840410,Apple,Microsoft,0.2012,0.5488,0.3476,P178,454,0.000956,3,1,3,1
3013,neutral_new,1862 Apollo,Q144927,Victoria,Apollo,0.0975,0.615,0.5175,P138,52,0.000299,3,1,3,1
3046,neutral_new,John Paul II,Q989,Dutch,Polish,0.2258,0.3855,0.1597,P103,6357,0.000331,2,1,2,1
3117,neutral_new,Magnus Enckell,Q967073,Paris,Stockholm,0.7179,0.025,-0.6929,P20,14,0.000422,1,3,1,1
3152,neutral_new,Charlemagne,Q19914524,Islam,Christianity,0.2333,0.475,0.2417,P140,0,0.00015,2,1,3,1
3315,neutral_new,Alfonso Sastre,Q1210254,French,Spanish,0.2389,0.625,0.3861,P1412,4,0.01175,3,1,3,1
3543,neutral_new,Liverpool Hope University,Q1818020,Paris,Liverpool,0.3554,0.4679,0.1125,P159,46,0.000839,2,2,2,1
3583,neutral_new,Fernandel,Q129092,Copenhagen,Paris,0.4682,0.4818,0.0136,P20,79,0.011166,2,2,2,1
3642,neutral_new,Yehoshafat Harkabi,Q2561928,Libya,Jerusalem,0.475,0.35,-0.125,P20,15,0.0,2,2,2,1
3699,neutral_new,Edmond S. Meany,Q5338911,London,Seattle,0.95,0.0,-0.95,P20,3,0.000396,1,3,1,1
3718,neutral_new,Windows Vista,Q11230,Apple,Microsoft,0.4123,0.4292,0.017,P178,1281,0.006644,2,2,2,1
3740,neutral_new,Jean-Pierre Vernant,Q472206,economics,anthropology,0.5,0.05,-0.45,P101,23,1.1e-05,1,2,1,1
3801,neutral_new,Yakov Sverdlov,Q298384,Italian,Russian,0.1952,0.4387,0.2435,P1412,489,0.001016,2,1,3,1
3879,neutral_new,Biscoe Islands,Q866276,Europe,Antarctica,0.2635,0.5622,0.2986,P30,2,0.025473,3,2,3,2
3918,neutral_new,The Sandy Duncan Show,Q7762247,BBC,CBS,0.5875,0.135,-0.4525,P449,41,0.000157,1,3,1,1
3973,neutral_new,Cock Sparrer,Q600311,Glasgow,London,0.2019,0.5259,0.3241,P740,109,6.6e-05,3,1,3,1
4047,neutral_new,Nigun,Q1989725,Christian,Judaism,0.3333,0.0,-0.3333,P140,55,0.000301,1,2,1,1
4148,neutral_new,Scotiabank Saddledome,Q1140083,Google,Calgary,0.14,0.5986,0.4586,P127,423,0.003727,3,1,3,1
4173,neutral_new,Transaction Processing Facility,Q1426122,Google,IBM,0.4315,0.3685,-0.063,P178,24,0.008662,2,2,2,1
4187,neutral_new,Magalir Mattum,Q6729637,Indonesian,Tamil,0.0609,0.5156,0.4547,P364,93,7.3e-05,3,1,3,1
4289,neutral_new,Drake Well,Q5305631,California,Pennsylvania,0.2216,0.4851,0.2635,P131,51,0.001339,2,1,3,1
4297,neutral_new,U2,Q396,India,Ireland,0.1167,0.6524,0.5357,P495,2900,0.000801,3,1,3,1
4305,neutral_new,Google Keep,Q125499774,Nintendo,Google,0.1889,0.4597,0.2708,P178,0,0.008232,2,1,3,1
4449,neutral_new,Sven Elvestad,Q3498167,Catalan,Norwegian,0.397,0.6,0.203,P1412,4,0.100738,3,2,2,2
4579,neutral_new,Jack Sheldon,Q1677210,piano,trumpet,0.3136,0.3136,0.0,P1303,99,0.004052,2,2,2,1
4660,neutral_new,Toyopet Master,Q7830710,Renault,Toyota,0.1167,0.5972,0.4806,P176,35,0.000213,3,1,3,1
4679,neutral_new,Hec Ramsey,Q2578173,HBO,NBC,0.81,0.02,-0.79,P449,47,0.014212,1,3,1,1
4726,neutral_new,Dogg After Dark,Q5288343,CBS,MTV,0.3722,0.4056,0.0333,P449,3,0.0,2,2,2,1
4752,neutral_new,Gustave de Beaumont,Q326145,Latin,French,0.3714,0.4607,0.0893,P103,14,0.019229,2,2,2,2
4779,neutral_new,Kaniv Reservoir,Q1551994,Vietnam,Ukraine,0.1662,0.4216,0.2554,P17,2,0.001104,2,1,3,1
4983,neutral_new,Beacon Street Union,Q4875989,Chicago,Boston,0.1111,0.6389,0.5278,P740,12,0.000118,3,1,3,1
5201,neutral_new,Phoebe Atwood Taylor,Q2088428,Rome,Boston,0.315,0.38,0.065,P19,10,0.0,2,2,2,1
5324,neutral_new,Circa Survive,Q603579,Naples,Philadelphia,0.1929,0.2893,0.0964,P740,223,0.0,2,1,2,1
5338,neutral_new,Ryszard Engelking,Q737661,France,Poland,0.6545,0.0182,-0.6364,P27,2,0.000278,1,3,1,1
5343,neutral_new,The Rockford Files,Q283660,HBO,NBC,0.1315,0.3981,0.2667,P449,622,7e-06,2,1,3,1
5346,neutral_new,Snow Country,Q1376060,Canada,Japan,0.4223,0.1229,-0.2994,P495,164,0.01202,1,2,1,1
5372,neutral_new,Mount Weaver,Q6924529,Asia,Antarctica,0.5,0.4684,-0.0316,P30,0,0.027889,2,2,2,2
5464,neutral_new,Cayeux-sur-Mer,Q1024720,Iran,France,0.1318,0.6894,0.5576,P17,5,0.000262,3,1,3,1
5638,neutral_new,Bucharest,Q19660,Warsaw,Budapest,0.2938,0.175,-0.1188,P190,1682,0.0,1,2,2,1
5643,neutral_new,sheikh,Q37560340,Buddhism,Islam,0.3636,0.3,-0.0636,P140,11,0.007486,2,2,2,1
5682,neutral_new,Penclawdd,Q3381195,Ohio,Swansea,0.6786,0.1143,-0.5643,P131,14,0.0,1,3,1,1
5703,neutral_new,The Denver Dry Goods Company,Q7729741,Barcelona,Denver,0.4269,0.5385,0.1115,P159,9,0.0,3,2,2,1
5733,neutral_new,Blake Mills,Q4924438,Dublin,California,0.3654,0.4865,0.1212,P19,242,8.3e-05,2,2,2,1
5746,neutral_new,John Harkes,Q936196,quarterback,midfielder,0.1786,0.6643,0.4857,P413,84,0.000389,3,1,3,1
5791,neutral_new,The Dick Van Dyke Show,Q530706,HBO,CBS,0.515,0.1575,-0.3575,P449,704,0.0,1,2,1,1
5801,neutral_new,Alex Sipiagin,Q354016,trance,jazz,0.125,0.725,0.6,P136,10,0.0,3,1,3,1
5896,neutral_new,Uromi,Q3510262,Canada,Nigeria,0.4956,0.18,-0.3156,P17,25,0.015754,1,2,1,1
5955,neutral_new,John Glynn,Q6235549,Hindi,English,0.3094,0.4437,0.1344,P1412,4,0.031001,2,2,2,2
5999,neutral_new,Google Code Search,Q664672,Sony,Google,0.0671,0.7429,0.6757,P127,10,0.001294,3,1,3,1
6347,neutral_new,Yuvraj Hans,Q8062173,astronaut,actor,0.2567,0.4033,0.1467,P106,51,0.002603,2,1,2,1
6354,neutral_new,Ice Road Truckers,Q702432,CBS,History,0.0443,0.475,0.4307,P449,559,0.003098,2,1,3,1
6364,neutral_new,Toyota Toyoace,Q7830891,Jeep,Toyota,0.1414,0.5529,0.4114,P176,54,0.000737,3,1,3,1
6398,neutral_new,Amreli district,Q257946,Wyoming,Gujarat,0.26,0.426,0.166,P131,28,0.000965,2,2,2,1
6465,neutral_new,Joseph Henry Blackburne,Q352459,Athens,London,0.575,0.1607,-0.4143,P20,24,0.001928,1,3,1,1
6481,neutral_new,Microsoft Schedule Plus,Q1892515,Apple,Microsoft,0.1057,0.6486,0.5429,P178,0,0.00708,3,1,3,1
6484,neutral_new,Reinbolt Hills,Q7310266,Europe,Antarctica,0.3556,0.3556,0.0,P30,0,0.028149,2,2,2,2
6527,neutral_new,David Friesen,Q1174470,disco,jazz,0.2067,0.455,0.2483,P136,86,1e-05,2,1,3,1
6531,neutral_new,Gregory XII,Q227694,bishop,pope,0.5171,0.4592,-0.0579,P39,79,0.040119,2,2,2,2
6646,neutral_new,Clement II,Q58573,mayor,pope,0.7438,0.1625,-0.5813,P39,37,0.001465,1,3,1,1
6682,neutral_new,Mohammad Najibullah,Q207728,Athens,Kabul,0.2143,0.4476,0.2333,P20,677,0.0,2,1,2,1
6821,neutral_new,"Greg Lloyd, Sr.",Q5605922,pitcher,linebacker,0.2917,0.3458,0.0542,P413,73,0.0,2,2,2,1
6874,neutral_new,Heikki Siren,Q3129431,English,Finnish,0.3514,0.3014,-0.05,P1412,1,0.014207,2,2,2,1
7054,neutral_new,Edmund Neupert,Q2981182,trumpet,piano,0.1667,0.6278,0.4611,P1303,2,0.007311,3,1,3,1
7139,neutral_new,Sayyid Qutb,Q211379,Christianity,Islam,0.2846,0.3654,0.0808,P140,508,0.0,2,2,2,1
7250,neutral_new,The Mothers-in-Law,Q938687,HBO,NBC,0.4083,0.2583,-0.15,P449,66,0.0,2,2,2,1
7332,neutral_new,Vanessa Beecroft,Q152292,Romanian,Italian,0.125,0.5813,0.4563,P1412,48,0.000128,3,1,3,1
7462,neutral_new,Jean de La Fontaine,Q49496,Russian,French,0.1288,0.6038,0.475,P103,158,4e-06,3,1,3,1
7508,neutral_new,Danco Coast,Q3010676,Europe,Antarctica,0.1413,0.6413,0.5,P30,3,0.001078,3,1,3,1
7585,neutral_new,East River Greenway,Q5036759,Leeds,Manhattan,0.1719,0.3937,0.2219,P131,26,0.0,2,1,2,1
7669,neutral_new,Svenska Hollywoodfruar,Q4353133,Japan,Sweden,0.2909,0.3318,0.0409,P495,18,0.007644,2,2,2,1
7998,neutral_new,Le Vieux Cordelier,Q2401710,Australia,France,0.2156,0.3767,0.1611,P495,10,0.009454,2,1,2,1
8118,neutral_new,Guto Pryce,Q5621838,violin,guitar,0.2167,0.4883,0.2717,P1303,21,0.003791,2,1,3,1
8124,neutral_new,Castleisland Desmonds GAA,Q5050527,Australia,Ireland,0.1528,0.5542,0.4014,P17,2,0.006852,3,1,3,1
8181,neutral_new,Sam Hill Memorial Bridge,Q7407606,Florence,Oregon,0.75,0.0875,-0.6625,P131,4,0.004181,1,3,1,1
8282,neutral_new,Jim Druckenmiller,Q6194725,midfielder,quarterback,0.1906,0.4156,0.225,P413,61,0.000492,2,1,2,1
8285,neutral_new,David Beckham,Q10520,French,English,0.1,0.6482,0.5482,P103,10057,0.0109,3,1,3,1
8328,neutral_new,Bighorn River,Q859686,Ohio,Montana,0.1091,0.6455,0.5364,P131,27,7.6e-05,3,1,3,1
8416,neutral_new,Thomas Greiss,Q72467,defender,goaltender,0.0886,0.4432,0.3545,P413,22,0.000583,2,1,3,1
8559,neutral_new,The Nylons,Q7754543,Turkey,Canada,0.0426,0.5064,0.4638,P495,50,0.009668,2,1,3,1
8639,neutral_new,Krauss-Maffei,Q819150,Sydney,Munich,0.175,0.425,0.25,P740,63,0.0,2,1,3,1
8650,neutral_new,KC-767,Q889578,IBM,Boeing,0.1975,0.5475,0.35,P178,180,0.0,3,1,3,1
8841,neutral_new,Lemland,Q176186,French,Swedish,0.5083,0.15,-0.3583,P37,13,0.000165,1,2,1,1
8884,neutral_new,64th Venice International Film Festival,Q1667155,Istanbul,Venice,0.1,0.6595,0.5595,P276,14,0.0,3,1,3,1
8905,neutral_new,Luigi Dadaglio,Q1862062,bishop,cardinal,0.43,0.02,-0.41,P39,2,0.000599,1,2,1,1
8968,neutral_new,Florent Sinama Pongolle,Q342690,hockey,soccer,0.115,0.7275,0.6125,P641,206,0.001258,3,1,3,1
8984,neutral_new,Yamalo-Nenets Autonomous Okrug,Q6407,Finnish,Russian,0.125,0.3375,0.2125,P37,322,0.000102,2,1,2,1
9058,neutral_new,Guy Barker,Q1557440,violin,trumpet,0.4679,0.3643,-0.1036,P1303,14,0.000551,2,2,2,1
9092,neutral_new,Toyota Land Cruiser Prado,Q2594060,Boeing,Toyota,0.1805,0.5939,0.4134,P176,1892,0.002349,3,1,3,1
9105,neutral_new,Edina High School,Q5338105,Pennsylvania,Minnesota,0.1176,0.7794,0.6618,P131,30,0.000657,3,1,3,1
9226,neutral_new,Armand Trousseau,Q677885,London,Paris,0.3722,0.4444,0.0722,P937,13,0.000357,2,2,2,1
9263,neutral_new,Nokia 808 PureView,Q1341483,Toyota,Nokia,0.2942,0.4904,0.1962,P176,131,0.000809,2,2,2,1
9302,neutral_new,Erwin Stresemann,Q62357,Chennai,Dresden,0.3737,0.2868,-0.0868,P19,6,0.00023,2,2,2,1
9375,neutral_new,Ludovic Sylvestre,Q471193,goaltender,midfielder,0.4348,0.0891,-0.3457,P413,12,0.002852,1,2,1,1
9378,neutral_new,Czech Republic,Q213,Tripoli,Prague,0.215,0.37,0.155,P36,7519,0.0,2,1,2,1
9384,neutral_new,Kasabian,Q272517,Seattle,Leicester,0.4667,0.1643,-0.3024,P740,565,0.00027,1,2,1,1
9438,neutral_new,Renault R26,Q172755,Cadillac,Renault,0.1105,0.6026,0.4921,P176,65,7e-06,3,1,3,1
9593,neutral_new,MBT LAW,Q3112988,Bulgaria,Sweden,0.3333,0.3917,0.0583,P495,424,0.000138,2,2,2,1
9737,neutral_new,PLoS ONE,Q564954,French,English,0.1059,0.6529,0.5471,P364,131,0.014561,3,1,3,1
9802,neutral_new,Muawiyah I,Q181154,Christianity,Islam,0.1731,0.4346,0.2615,P140,799,0.00026,2,1,3,1
9811,neutral_new,Adam Elsheimer,Q310285,London,Rome,0.2029,0.4735,0.2706,P937,22,0.000588,2,1,3,1
9847,neutral_new,Gaetano Donizetti,Q101698,Boston,Vienna,0.4958,0.0417,-0.4542,P937,184,0.000124,1,2,1,1
9886,neutral_new,Mawson Glacier,Q3108299,Asia,Antarctica,0.1816,0.6789,0.4974,P30,1,0.018516,3,1,3,2
9889,neutral_new,Dennis Wilson,Q453611,Spanish,English,0.1714,0.5738,0.4024,P1412,1662,0.022132,3,1,3,2
9953,neutral_new,Headbangers Ball,Q279329,NBC,MTV,0.1889,0.4833,0.2944,P449,182,0.000174,2,1,3,1
9972,neutral_new,Des Lynam,Q5263489,NPR,BBC,0.3521,0.4188,0.0667,P108,221,0.007211,2,2,2,1
10137,neutral_new,David Weigel,Q5240915,actor,journalist,0.2542,0.5375,0.2833,P106,62,0.000457,3,1,3,1
10188,neutral_new,Arthur Balfour,Q19008,Paris,London,0.5537,0.0278,-0.5259,P937,626,0.002492,1,3,1,1
10535,neutral_new,Nissan GT-R LM Nismo,Q18980952,Suzuki,Nissan,0.1176,0.6191,0.5015,P176,134,0.000401,3,1,3,1
10548,neutral_new,Honus Wagner,Q1316903,football,baseball,0.0887,0.7097,0.621,P641,614,0.006553,3,1,3,1
10643,neutral_new,Band-e Kaisar,Q806225,Poland,Iran,0.2,0.5167,0.3167,P17,40,0.007061,3,1,3,1
10759,neutral_new,iOS 6,Q307677,Google,Apple,0.2717,0.4772,0.2054,P178,300,0.014482,2,2,2,1
10791,neutral_new,Stephen Hales,Q312017,anthropology,physiology,0.1792,0.4458,0.2667,P101,21,0.0,2,1,3,1
10975,neutral_new,Christiaan Snouck Hurgronje,Q731829,Buddhism,Islam,0.3375,0.5844,0.2469,P140,49,0.019028,3,2,3,2
10999,neutral_new,Toulouges,Q1350694,Italy,France,0.144,0.514,0.37,P17,7,0.000805,3,1,3,1
11045,neutral_new,Kingdom of Bulgaria,Q147909,Hebrew,Bulgarian,0.25,0.5375,0.2875,P37,434,0.0,3,1,3,1
11163,neutral_new,Dorothy Donegan,Q430888,sitcom,jazz,0.0846,0.5327,0.4481,P136,15,0.0,3,1,3,1
11169,neutral_new,Dick Wellstood,Q1209838,fantasy,jazz,0.2192,0.3615,0.1423,P136,5,0.001351,2,1,2,1
11289,neutral_new,Party for Freedom,Q332739,Singapore,Netherlands,0.0848,0.6848,0.6,P17,1600,2.1e-05,3,1,3,1
11379,neutral_new,Save Tonight,Q1645734,Spain,Sweden,0.3167,0.65,0.3333,P495,139,0.001396,3,2,3,1
11455,neutral_new,Alexander William Williamson,Q374493,physics,chemistry,0.25,0.5075,0.2575,P101,12,0.012471,2,1,3,1
11530,neutral_new,Army Public School Peshawar,Q18670313,Italian,English,0.1111,0.4315,0.3204,P37,3,0.009085,2,1,3,1
11565,neutral_new,Alexandre Auguste Ledru-Rollin,Q1382222,English,French,0.2981,0.4056,0.1074,P103,40,0.014063,2,2,2,1
11633,neutral_new,Jean-Hilaire Aubame,Q256998,Chinese,French,0.3353,0.2441,-0.0912,P103,6,0.001705,1,2,2,1
11829,neutral_new,Venta,Q37322630,Antarctica,Europe,0.5519,0.3019,-0.25,P30,0,0.021359,2,3,2,2
11866,neutral_new,Mark Kinsella,Q703653,linebacker,midfielder,0.63,0.0,-0.63,P413,102,0.0,1,3,1,1
11885,neutral_new,Jean-Paul Akayesu,Q3168330,Thailand,Rwanda,0.1053,0.65,0.5447,P27,41,5e-06,3,1,3,1
11915,neutral_new,Francis Stuart,Q5482528,journalist,novelist,0.3545,0.2773,-0.0773,P106,35,0.026251,2,2,2,2
11934,neutral_new,Gene Martynec,Q5531339,Baltimore,Germany,0.9625,0.0,-0.9625,P19,9,0.0,1,3,1,1
11976,neutral_new,Gluecifer,Q1248223,Leeds,Oslo,0.35,0.4556,0.1056,P740,25,0.0,2,2,2,1
12148,neutral_new,IBM 407,Q1653069,Intel,IBM,0.1706,0.6132,0.4426,P176,13,0.000973,3,1,3,1
12275,neutral_new,Ahmed Ouyahia,Q57613,India,Algeria,0.25,0.282,0.032,P27,25,0.002532,2,1,2,1
12412,neutral_new,Jacques Mauclair,Q428314,Russian,French,0.3333,0.3333,0.0,P103,7,0.001113,2,2,2,1
12452,neutral_new,Global Humanitarian Forum,Q16840240,London,Geneva,0.3533,0.4867,0.1333,P159,1,0.005749,2,2,2,1
12458,neutral_new,Leg Work,Q4004191,NBC,CBS,0.75,0.0,-0.75,P449,16,0.0,1,3,1,1
12527,neutral_new,Derek Lamb,Q1200053,physiology,animation,0.7,0.0,-0.7,P101,5,0.000267,1,3,1,1
12592,neutral_new,Adrien Duport,Q377006,Russian,French,0.6,0.06,-0.54,P103,11,0.00105,1,3,1,1
12654,neutral_new,Brazil national football team,Q83459,NATO,FIFA,0.3,0.3167,0.0167,P463,3124,0.0,2,2,2,1
12687,neutral_new,Doychin Vasilev,Q5303717,India,Bulgaria,0.7208,0.0,-0.7208,P27,1,0.000383,1,3,1,1
12742,neutral_new,Windows 95,Q83370,Apple,Microsoft,0.076,0.6594,0.5833,P178,831,0.003975,3,1,3,1
12789,neutral_new,Carolyn Franklin,Q5045362,trumpet,piano,0.3475,0.25,-0.0975,P1303,172,0.010944,2,2,2,1
12809,neutral_new,Zenon Plech,Q8069203,Greece,Poland,0.8583,0.0,-0.8583,P27,6,0.0,1,3,1,1
12892,neutral_new,Thaamirabharani,Q7708805,Swedish,Tamil,0.165,0.525,0.36,P364,261,4.1e-05,3,1,3,1
13013,neutral_new,Tor Endresen,Q1383923,Nigeria,Norway,0.0896,0.6646,0.575,P27,3,0.000542,3,1,3,1
13198,neutral_new,Verbotene Liebe,Q153561,Japan,Germany,0.2692,0.3962,0.1269,P495,39,0.010424,2,2,2,1
13320,neutral_new,Charles Kaiser,Q5079668,philosopher,journalist,0.6333,0.0222,-0.6111,P106,7,0.001761,1,3,1,1
13344,neutral_new,Somali Region,Q202800,Indiana,Ethiopia,0.0972,0.5431,0.4458,P131,232,0.0,3,1,3,1
13359,neutral_new,Frankie Knuckles,Q205322,Oslo,Chicago,0.1429,0.6643,0.5214,P20,266,0.0,3,1,3,1
13693,neutral_new,Gerald Kyd,Q5549308,poet,actor,0.1765,0.4471,0.2706,P106,65,0.001468,2,1,3,1
13694,neutral_new,Sesamstraat,Q2410485,Thai,Dutch,0.1848,0.4935,0.3087,P364,24,0.0,2,1,3,1
13702,neutral_new,Shimla,Q83786,Antarctica,Asia,0.3263,0.4684,0.1421,P30,588,0.01847,2,2,2,2
13840,neutral_new,Google Pay Send,Q2334242,Sega,Google,0.1662,0.55,0.3838,P178,24,0.00013,3,1,3,1
14028,neutral_new,Dodge Charger,Q669856,BMW,Dodge,0.3031,0.3891,0.0859,P176,1229,0.001925,2,2,2,1
14031,neutral_new,Scott Paper Company,Q953319,Vancouver,Philadelphia,0.315,0.415,0.1,P740,78,0.0,2,2,2,1
14079,neutral_new,Wynton Marsalis,Q273076,piano,trumpet,0.35,0.4923,0.1423,P1303,824,0.026908,2,2,2,2
14119,neutral_new,Giacomo Antonelli,Q712085,bishop,cardinal,0.5233,0.0733,-0.45,P39,14,0.005471,1,2,1,1
14130,neutral_new,Yule Bay,Q8060903,Europe,Antarctica,0.4324,0.3412,-0.0912,P30,0,0.017215,2,2,2,2
14143,neutral_new,Corriere dei Piccoli,Q1446208,Philippines,Italy,0.2075,0.4775,0.27,P495,4,0.001618,2,1,3,1
14226,neutral_new,Genrikh Sapgir,Q2166641,Australia,Russia,0.1909,0.4773,0.2864,P27,2,0.001421,2,1,3,1
14264,neutral_new,Virginia Quarterly Review,Q7934467,French,English,0.0981,0.4481,0.35,P364,10,0.007589,2,1,3,1
14282,neutral_new,Adriaan Roland Holst,Q2272398,French,Dutch,0.2676,0.5912,0.3235,P103,3,0.006437,3,2,3,1
14333,neutral_new,Italian Social Movement,Q1126102,Montreal,Rome,0.4062,0.2812,-0.125,P159,462,0.0,2,2,2,1
14345,neutral_new,Avord,Q688046,Denmark,France,0.1192,0.7442,0.625,P17,2,0.00218,3,1,3,1
14444,neutral_new,Dole Food Company,Q492747,Dresden,Hawaii,0.0841,0.4477,0.3636,P740,285,0.00011,2,1,3,1
14527,neutral_new,Claude Antoine Dacosta,Q1096417,actor,politician,1.0,0.0,-1.0,P106,1,3.3e-05,1,3,1,1
14571,neutral_new,Tomaso Albinoni,Q174606,guitar,violin,0.3167,0.3792,0.0625,P1303,133,0.00803,2,2,2,1
14633,neutral_new,Olga Vittoria Gentilli,Q3881639,French,Italian,0.615,0.045,-0.57,P1412,0,0.000536,1,3,1,1
14663,neutral_new,Marion Davies,Q242416,Paris,Brooklyn,0.3,0.4786,0.1786,P19,561,0.00088,2,2,2,1
14746,neutral_new,Transwede Airways,Q848881,London,Stockholm,0.84,0.0,-0.84,P159,6,0.000176,1,3,1,1
14795,neutral_new,Matthew Thornton,Q1368351,Dublin,Ireland,0.2159,0.7159,0.5,P19,38,0.07812,3,1,3,2
14829,neutral_new,A Different World,Q1109026,CBS,NBC,0.3625,0.4437,0.0812,P449,795,0.001134,2,2,2,1
14911,neutral_new,The Idle Race,Q1812612,Chicago,Birmingham,0.2308,0.4769,0.2462,P740,68,9.7e-05,2,1,3,1
14953,neutral_new,Millbrae station,Q6858585,Vienna,California,0.2233,0.4953,0.2721,P131,21,5e-06,2,1,3,1
15127,neutral_new,Fiat Strada,Q2345964,Volvo,Fiat,0.2783,0.4,0.1217,P176,132,1.1e-05,2,2,2,1
15322,neutral_new,Oklahoma,Q1649,Swedish,English,0.071,0.6097,0.5387,P37,2838,0.003992,3,1,3,1
15388,neutral_new,Triumph TR6,Q2304746,Dodge,Triumph,0.069,0.5571,0.4881,P176,179,0.0,3,1,3,1
